live	函数名	未限定名	定义位置	call_like_count	原始签名	功能	签名风险标记	project_item	命中位置
present	~实现	~实现	D455相机类.cpp:44	0	~实现()	释放或收束对象资源。	ctor_dtor	ClCompile
present	~动作线程类	~动作线程类	动作线程类.ixx:117	0	~动作线程类()	释放或收束对象资源。	ctor_dtor	ClCompile
present	~链表模板	~链表模板	双向链表模板核心.h:160	0	~链表模板()	释放或收束对象资源。	ctor_dtor	ClInclude
present	存在节点主信息类::~存在节点主信息类	~存在节点主信息类	基础信息主信息类.cpp:8	0	存在节点主信息类::~存在节点主信息类()	释放或收束对象资源。	ctor_dtor	ClCompile
present	基础信息类::~基础信息类	~基础信息类	基础信息类.cpp:46	0	基础信息类::~基础信息类()	释放或收束对象资源。	ctor_dtor	ClCompile
present	operator T节点*	operator T节点*	基础数据类型.h:146	0	operator T节点* () const noexcept	按函数名执行对应处理。	operator	未在vcxproj登记
present	operator=	operator=	基础数据类型.h:149	0	可解析引用& operator=(T节点* 节点)	按函数名执行对应处理。	operator	未在vcxproj登记
present	operator==	operator==	基础数据类型.h:232	0	inline bool operator==(const VecU句柄& a, const VecU句柄& b) noexcept	按函数名执行对应处理。	operator	未在vcxproj登记
present	operator==	operator==	基础数据类型.h:237	0	inline bool operator==(const 指针句柄& a, const 指针句柄& b) noexcept	按函数名执行对应处理。	operator	未在vcxproj登记
present	operator==	operator==	基础数据类型.h:474	0	friend bool operator==(const 结构体_空间坐标& a, const 结构体_空间坐标& b)	按函数名执行对应处理。	operator	未在vcxproj登记
present	operator-	operator-	基础数据类型.h:479	0	结构体_空间坐标 operator-(const 结构体_空间坐标& o) const	按函数名执行对应处理。	operator	未在vcxproj登记
present	operator*	operator*	基础数据类型.h:828	0	constexpr Vector3D operator*(double scalar) const	===== 关键：标量乘法（成员函数）=====	operator	未在vcxproj登记
present	operator/	operator/	基础数据类型.h:835	0	constexpr Vector3D operator/(double scalar) const	===== 推荐同时添加：标量除法 =====	operator	未在vcxproj登记
present	operator+	operator+	基础数据类型.h:843	0	constexpr Vector3D operator+(const Vector3D& other) const	===== 推荐添加：向量加法/减法 =====	operator	未在vcxproj登记
present	operator-	operator-	基础数据类型.h:848	0	constexpr Vector3D operator-(const Vector3D& other) const	按函数名执行对应处理。	operator	未在vcxproj登记
present	operator*=	operator*=	基础数据类型.h:855	0	Vector3D& operator*=(double scalar)	===== 推荐添加：复合赋值运算符 =====	operator	未在vcxproj登记
present	operator/=	operator/=	基础数据类型.h:861	0	Vector3D& operator/=(double scalar)	按函数名执行对应处理。	operator	未在vcxproj登记
present	operator+=	operator+=	基础数据类型.h:869	0	Vector3D& operator+=(const Vector3D& other)	按函数名执行对应处理。	operator	未在vcxproj登记
present	operator-=	operator-=	基础数据类型.h:875	0	Vector3D& operator-=(const Vector3D& other)	按函数名执行对应处理。	operator	未在vcxproj登记
present	operator*	operator*	基础数据类型.h:911	0	Quaternion operator*(const Quaternion& r) const noexcept	复合旋转：this ⊗ r	operator	未在vcxproj登记
present	operator*	operator*	基础数据类型.h:949	0	constexpr Vector3D operator*(double scalar, const Vector3D& vec)	===== 额外：非成员函数版本，支持 double * Vector3D（如 0.5 * vec）=====	operator	未在vcxproj登记
present	operator/	operator/	基础数据类型.h:954	0	constexpr Vector3D operator/(double scalar, const Vector3D& vec)	按函数名执行对应处理。	operator	未在vcxproj登记
present	外设线程_D455深度相机类::~外设线程_D455深度相机类	~外设线程_D455深度相机类	外设线程_D455深度相机.ixx:3402	0	外设线程_D455深度相机类::~外设线程_D455深度相机类()	释放或收束对象资源。	ctor_dtor	ClCompile
present	~结构_窗口线程运行守卫	~结构_窗口线程运行守卫	控制面板WebView2.cpp:87	0	~结构_窗口线程运行守卫()	释放或收束对象资源。	ctor_dtor	ClCompile
present	控制面板摘要线程类::~控制面板摘要线程类	~控制面板摘要线程类	控制面板摘要线程模块.impl.cpp:494	0	控制面板摘要线程类::~控制面板摘要线程类()	释放或收束对象资源。	ctor_dtor	ClCompile
present	~结构_COM初始化	~结构_COM初始化	数据库ADO模块.cpp:140	0	~结构_COM初始化()	释放或收束对象资源。	ctor_dtor	ClCompile
present	自我类::~自我类	~自我类	自我类.cpp:814	0	自我类::~自我类()	释放或收束对象资源。	ctor_dtor	ClCompile
present	自我线程类::~自我线程类	~自我线程类	自我线程模块.impl.cpp:14390	0	自我线程类::~自我线程类()	释放或收束对象资源。	ctor_dtor	ClCompile
present	~结构_抢占执行前许可审批守卫	~结构_抢占执行前许可审批守卫	自我线程模块.impl.cpp:15677	0	~结构_抢占执行前许可审批守卫() noexcept	释放或收束对象资源。	ctor_dtor	ClCompile
present	~结构_抢占任务管理成功结果守卫	~结构_抢占任务管理成功结果守卫	自我线程模块.impl.cpp:15770	0	~结构_抢占任务管理成功结果守卫() noexcept	释放或收束对象资源。	ctor_dtor	ClCompile
present	~结构_抢占任务管理派生需求守卫	~结构_抢占任务管理派生需求守卫	自我线程模块.impl.cpp:15868	0	~结构_抢占任务管理派生需求守卫() noexcept	释放或收束对象资源。	ctor_dtor	ClCompile
present	~结构_抢占观察事实承接落账守卫	~结构_抢占观察事实承接落账守卫	自我线程模块.impl.cpp:15966	0	~结构_抢占观察事实承接落账守卫() noexcept	释放或收束对象资源。	ctor_dtor	ClCompile
present	自检线程类::~自检线程类	~自检线程类	自检线程模块.impl.cpp:1429	0	自检线程类::~自检线程类()	释放或收束对象资源。	ctor_dtor	ClCompile
present	语素类::~语素类	~语素类	语素类.cpp:683	0	语素类::~语素类()	释放或收束对象资源。	ctor_dtor	ClCompile
present	语言类::~语言类	~语言类	语言类.cpp:27	0	语言类::~语言类()	释放或收束对象资源。	ctor_dtor	ClCompile
present	~私有_自我线程守卫	~私有_自我线程守卫	鱼巢.cpp:1032	0	~私有_自我线程守卫()	释放或收束对象资源。	ctor_dtor	ClCompile
present	~结构_控制台自动刷新守卫	~结构_控制台自动刷新守卫	鱼巢.cpp:1504	0	~结构_控制台自动刷新守卫()	释放或收束对象资源。	ctor_dtor	ClCompile
